name,id,popularity,winrate
Abyssal Scepter,3001,0.277490,0.556251
Aegis of the Legion,3105,0.076670,0.542918
Aether Wisp,3113,0.182290,0.408510
Amplifying Tome,1052,0.307890,0.469679
Ancient Coin,3301,0.034980,0.381664
Archangel's Staff,3003,0.025270,0.479207
Ardent Censer,3504,0.046880,0.621553
Athene's Unholy Grail,3174,0.242410,0.506259
Avarice Blade,3093,0.100120,0.400019
B. F. Sword,1038,0.376330,0.522323
Bami's Cinder,3751,0.111370,0.451068
Banner of Command,3060,0.015730,0.661219
Banshee's Veil,3102,0.359790,0.545891
Berserker's Greaves,3006,0.685240,0.522754
Bilgewater Cutlass,3144,0.145070,0.407733
Blade of the Ruined King,3153,0.753620,0.540885
Blasting Wand,1026,0.448670,0.473060
Boots of Mobility,3117,0.607110,0.527519
Boots of Speed,1001,0.363720,0.378425
Boots of Swiftness,3009,0.062720,0.576538
Brawler's Gloves,1051,0.054990,0.398100
Catalyst the Protector,3010,0.080010,0.479642
Chain Vest,1031,0.322770,0.440756
Chalice of Harmony,3028,0.074100,0.474362
Cloak of Agility,1018,0.118060,0.371302
Cloth Armor,1029,0.339320,0.410244
Crystalline Bracer,3801,0.127980,0.474333
Crystalline Flask,2041,0.279410,0.459617
Dagger,1042,0.139550,0.386724
Doran's Blade,1055,0.687300,0.453952
Doran's Ring,1056,0.595520,0.461335
Doran's Shield,1054,0.179240,0.455445
Elixir of Iron,2138,0.003730,0.510526
Elixir of Ruin,2137,0.001180,0.338983
Elixir of Sorcery,2139,0.006870,0.529582
Elixir of Wrath,2140,0.005580,0.464789
Enchantment: Alacrity,3254,0.061610,0.625472
Enchantment: Alacrity,3259,0.065370,0.661643
Enchantment: Alacrity,3264,0.032040,0.643053
Enchantment: Alacrity,3269,0.044870,0.661841
Enchantment: Alacrity,3274,0.043690,0.644837
Enchantment: Alacrity,3279,0.025470,0.644727
Enchantment: Alacrity,3284,0.023090,0.653322
Enchantment: Captain,3251,0.000890,0.483146
Enchantment: Captain,3256,0.002780,0.661871
Enchantment: Captain,3261,0.004430,0.665169
Enchantment: Captain,3266,0.005830,0.689420
Enchantment: Captain,3271,0.018680,0.695167
Enchantment: Captain,3276,0.003760,0.682540
Enchantment: Captain,3281,0.001390,0.685714
Enchantment: Cinderhulk,3709,0.300650,0.514708
Enchantment: Cinderhulk,3717,0.150590,0.500189
Enchantment: Cinderhulk,3721,0.010220,0.498043
Enchantment: Cinderhulk,3725,0.293620,0.523214
Enchantment: Devourer,3710,0.087160,0.528787
Enchantment: Devourer,3718,0.040030,0.525990
