name,id,popularity,winrate
Annie,1,0.168066,0.525699
Olaf,2,0.035053,0.452367
Galio,3,0.012627,0.525732
TwistedFate,4,0.087493,0.489658
XinZhao,5,0.155419,0.531168
Urgot,6,0.006139,0.449511
Leblanc,7,0.068326,0.444688
Vladimir,8,0.097141,0.497015
FiddleSticks,9,0.029274,0.511612
Kayle,10,0.067926,0.528555
MasterYi,11,0.141332,0.485922
Alistar,12,0.128084,0.476387
Ryze,13,0.037822,0.436162
Sion,14,0.029294,0.520819
Sivir,15,0.138742,0.516466
Soraka,16,0.055909,0.519850
Teemo,17,0.059008,0.508302
Tristana,18,0.134363,0.482774
Warwick,19,0.101010,0.529447
Nunu,20,0.024065,0.473203
MissFortune,21,0.090882,0.498570
Ashe,22,0.101740,0.494300
Tryndamere,23,0.087453,0.513319
Jax,24,0.118706,0.497010
Morgana,25,0.188892,0.500026
Zilean,26,0.007968,0.478043
Singed,27,0.015097,0.538411
Evelynn,28,0.049350,0.469814
Twitch,29,0.029394,0.476871
Karthus,30,0.012448,0.497992
Chogath,31,0.104129,0.504465
Amumu,32,0.090852,0.523715
Rammus,33,0.023735,0.518955
Anivia,34,0.022166,0.515111
Shaco,35,0.054899,0.485886
DrMundo,36,0.022775,0.471466
Sona,37,0.074295,0.529000
Kassadin,38,0.014447,0.419377
Irelia,39,0.088742,0.513069
Janna,40,0.113367,0.533645
Gangplank,41,0.056199,0.461128
Corki,42,0.058148,0.493982
Karma,43,0.030334,0.475939
Taric,44,0.027255,0.522744
Veigar,45,0.031104,0.479589
Trundle,48,0.026675,0.489505
Swain,50,0.038382,0.528523
Caitlyn,51,0.184293,0.502740
Blitzcrank,53,0.197121,0.522266
Malphite,54,0.138362,0.522075
Katarina,55,0.072935,0.493352
Nocturne,56,0.033143,0.513725
Maokai,57,0.052899,0.480627
Renekton,58,0.071756,0.520552
JarvanIV,59,0.068396,0.489548
Elise,60,0.070086,0.533666
Orianna,61,0.062338,0.460786
MonkeyKing,62,0.075975,0.535992
Brand,63,0.050590,0.522530
LeeSin,64,0.198510,0.459884
Vayne,67,0.367866,0.507012
Rumble,68,0.041052,0.514126
Cassiopeia,69,0.027125,0.464062
Skarner,72,0.015647,0.494569
Heimerdinger,74,0.041832,0.534895
Nasus,75,0.077744,0.498585
Nidalee,76,0.133773,0.500523
Udyr,77,0.073955,0.507233
Poppy,78,0.011758,0.485544
Gragas,79,0.071456,0.456415
Pantheon,80,0.084483,0.492781
Ezreal,81,0.164597,0.474336
Mordekaiser,82,0.023845,0.501468
Yorick,83,0.011198,0.460714
Akali,84,0.045551,0.467296
Kennen,85,0.025925,0.509834
Garen,86,0.083193,0.494051
Leona,89,0.171826,0.516525
Malzahar,90,0.050340,0.540218
Talon,91,0.050460,0.506638
Riven,92,0.143011,0.501888
KogMaw,96,0.025835,0.503483
Shen,98,0.112348,0.508321
Lux,99,0.130294,0.516037
Xerath,101,0.031184,0.503366
Shyvana,102,0.110888,0.505545
Ahri,103,0.143041,0.535262
Graves,104,0.162667,0.497296
Fizz,105,0.139542,0.499964
Volibear,106,0.085993,0.505290
Rengar,107,0.115277,0.488812
Varus,110,0.070286,0.496586
Nautilus,111,0.122336,0.512994
Viktor,112,0.094801,0.505590
Sejuani,113,0.061618,0.511115
Fiora,114,0.064317,0.521374
Ziggs,115,0.028674,0.495816
Lulu,117,0.046081,0.482968
Draven,119,0.092621,0.512198
Hecarim,120,0.060618,0.482929
Khazix,121,0.049810,0.466479
Darius,122,0.085493,0.490469
Jayce,126,0.043281,0.491799
Lissandra,127,0.026945,0.470501
Diana,131,0.115917,0.522770
Quinn,133,0.031904,0.481040
Syndra,134,0.020616,0.470417
Zyra,143,0.017686,0.530808
Gnar,150,0.101090,0.485115
Zac,154,0.018516,0.471382
Yasuo,157,0.166717,0.498831
Velkoz,161,0.025725,0.518461
Braum,201,0.120666,0.507996
Jinx,222,0.278844,0.516995
TahmKench,223,0.063437,0.441450
Lucian,236,0.095621,0.467900
Zed,238,0.113087,0.480594
Ekko,245,0.075735,0.470759
Vi,254,0.095121,0.496216
Aatrox,266,0.035153,0.520478
Nami,267,0.044831,0.501561
Azir,268,0.050800,0.459162
Thresh,412,0.322286,0.485001
RekSai,421,0.052180,0.465798
Kalista,429,0.073585,0.482065
Bard,432,0.024965,0.472968
