name,id,popularity,winrate
The Bloodthirster,3072,0.902789,0.597584
Sightstone,2049,1.390222,0.492780
Ravenous Hydra (Melee Only),3074,0.758718,0.550358
Thornmail,3075,0.574845,0.520575
Ruby Crystal,1028,0.592492,0.437455
Cloth Armor,1029,0.490562,0.414809
Trinity Force,3078,0.696571,0.568615
Chain Vest,1031,0.386683,0.440144
Null-Magic Mantle,1033,0.297441,0.459664
Warden's Mail,3082,0.401920,0.435597
Warmog's Armor,3083,0.268496,0.561981
Long Sword,1036,0.431294,0.434281
Pickaxe,1037,0.539102,0.447692
B. F. Sword,1038,0.486493,0.534084
Statikk Shiv,3087,1.055189,0.532083
Rabadon's Deathcap,3089,0.973145,0.589249
Dagger,1042,0.192082,0.388455
Wit's End,3091,0.069496,0.627679
Frost Queen's Claim,3092,0.225025,0.524281
Avarice Blade,3093,0.112687,0.390205
Nomad's Medallion,3096,0.043621,0.374055
Targon's Brace,3097,0.104349,0.375395
Frostfang,3098,0.063357,0.453053
Brawler's Gloves,1051,0.062997,0.398508
Amplifying Tome,1052,0.556189,0.446683
Vampiric Scepter,1053,0.504399,0.457463
Banshee's Veil,3102,0.445871,0.549287
Doran's Blade,1055,1.381484,0.460420
Doran's Ring,1056,0.905499,0.463961
Negatron Cloak,1057,0.154429,0.484333
Needlessly Large Rod,1058,0.706059,0.539550
Fiendish Codex,3108,0.089392,0.415054
Frozen Heart,3110,0.723235,0.560591
Mercury's Treads,3111,1.253189,0.522450
Aether Wisp,3113,0.169416,0.413455
Forbidden Idol,3114,0.075985,0.434474
Nashor's Tooth,3115,0.137483,0.558505
Rylai's Crystal Scepter,3116,0.344121,0.592609
Boots of Mobility,3117,1.677255,0.508414
Guinsoo's Rageblade,3124,0.006479,0.631173
Zeal,3086,0.259408,0.446967
The Black Spear,3599,0.000650,0.184615
The Brutalizer,3134,0.188422,0.445187
Void Staff,3135,0.371936,0.590522
Haunting Guise,3136,0.096801,0.501962
Mercurial Scimitar,3139,0.067796,0.597699
Quicksilver Sash,3140,0.107808,0.542706
Sword of the Occult,3141,0.011658,0.748714
Youmuu's Ghostblade,3142,0.529234,0.575490
Randuin's Omen,3143,1.210958,0.536451
Bilgewater Cutlass,3144,0.181824,0.396459
Hextech Revolver,3145,0.020926,0.457238
Hextech Gunblade,3146,0.061368,0.516292
Liandry's Torment,3151,0.329644,0.585211
Will of the Ancients,3152,0.123025,0.515969
Blade of the Ruined King,3153,1.507588,0.545013
Hexdrinker,3155,0.140402,0.493199
Maw of Malmortius,3156,0.180794,0.572361
Zhonya's Hourglass,3157,1.121546,0.549667
Ionian Boots of Lucidity,3158,0.733723,0.536076
Elixir of Ruin,2137,0.001610,0.453416
Elixir of Iron,2138,0.004369,0.501144
Elixir of Sorcery,2139,0.006369,0.514914
Elixir of Wrath,2140,0.006519,0.490798
Morellonomicon,3165,0.571486,0.530791
Blasting Wand,1026,0.520466,0.481895
Zephyr,3172,0.030764,0.649009
Athene's Unholy Grail,3174,0.252280,0.511513
Recurve Bow,1043,0.103879,0.424254
Locket of the Iron Solari,3190,0.315857,0.592872
Seeker's Armguard,3191,0.163727,0.385992
