name,id,popularity,winrate
The Bloodthirster,3072,0.990000,0.606061
Sightstone,2049,1.390000,0.482014
Ravenous Hydra (Melee Only),3074,0.760000,0.565789
Thornmail,3075,0.590000,0.508475
Ruby Crystal,1028,0.400000,0.425000
Cloth Armor,1029,0.480000,0.437500
Trinity Force,3078,0.800000,0.562500
Chain Vest,1031,0.370000,0.459459
Null-Magic Mantle,1033,0.250000,0.480000
Warden's Mail,3082,0.420000,0.523810
Warmog's Armor,3083,0.370000,0.648649
Long Sword,1036,0.340000,0.352941
Blasting Wand,1026,0.460000,0.434783
Zeal,3086,0.160000,0.437500
Statikk Shiv,3087,1.010000,0.465347
Rabadon's Deathcap,3089,1.240000,0.540323
Dagger,1042,0.210000,0.380952
Wit's End,3091,0.130000,0.538462
Frost Queen's Claim,3092,0.140000,0.571429
Avarice Blade,3093,0.060000,0.500000
Nomad's Medallion,3096,0.030000,0.333333
Targon's Brace,3097,0.120000,0.250000
Frostfang,3098,0.090000,0.222222
Brawler's Gloves,1051,0.050000,0.600000
Amplifying Tome,1052,0.480000,0.375000
Vampiric Scepter,1053,0.510000,0.450980
Banshee's Veil,3102,0.630000,0.603175
Doran's Blade,1055,1.080000,0.416667
Doran's Ring,1056,0.770000,0.493506
Negatron Cloak,1057,0.150000,0.733333
Needlessly Large Rod,1058,0.700000,0.442857
Fiendish Codex,3108,0.030000,0.333333
Frozen Heart,3110,1.080000,0.537037
Mercury's Treads,3111,1.620000,0.500000
Aether Wisp,3113,0.090000,0.333333
Forbidden Idol,3114,0.070000,0.428571
Nashor's Tooth,3115,0.180000,0.555556
Rylai's Crystal Scepter,3116,0.440000,0.636364
Boots of Mobility,3117,1.330000,0.541353
Guinsoo's Rageblade,3124,0.010000,1.000000
The Brutalizer,3134,0.130000,0.461538
Void Staff,3135,0.690000,0.521739
Haunting Guise,3136,0.070000,0.571429
Mercurial Scimitar,3139,0.090000,0.222222
Quicksilver Sash,3140,0.160000,0.437500
Sword of the Occult,3141,0.030000,0.333333
Youmuu's Ghostblade,3142,0.470000,0.617021
Randuin's Omen,3143,1.240000,0.427419
Bilgewater Cutlass,3144,0.260000,0.384615
Hextech Revolver,3145,0.060000,0.333333
Hextech Gunblade,3146,0.040000,0.750000
Liandry's Torment,3151,0.420000,0.571429
Will of the Ancients,3152,0.120000,0.583333
Blade of the Ruined King,3153,1.410000,0.510638
Hexdrinker,3155,0.110000,0.454545
Maw of Malmortius,3156,0.170000,0.470588
B. F. Sword,1038,0.450000,0.511111
Ionian Boots of Lucidity,3158,0.740000,0.527027
Elixir of Ruin,2137,0.010000,0.000000
Elixir of Sorcery,2139,0.010000,1.000000
Morellonomicon,3165,0.770000,0.532468
Zephyr,3172,0.050000,0.200000
