name,id,popularity,winrate
Annie,1,0.160000,0.437500
Olaf,2,0.070000,0.571429
Galio,3,0.010000,0.000000
TwistedFate,4,0.040000,0.750000
XinZhao,5,0.130000,0.461538
Urgot,6,0.030000,0.333333
Leblanc,7,0.030000,1.000000
Vladimir,8,0.110000,0.545455
FiddleSticks,9,0.010000,0.000000
Kayle,10,0.110000,0.363636
MasterYi,11,0.110000,0.636364
Alistar,12,0.090000,0.666667
Ryze,13,0.040000,0.250000
Sion,14,0.030000,0.333333
Sivir,15,0.170000,0.470588
Soraka,16,0.060000,0.666667
Teemo,17,0.070000,0.571429
Tristana,18,0.200000,0.650000
Warwick,19,0.110000,0.636364
Nunu,20,0.050000,0.400000
MissFortune,21,0.090000,0.111111
Ashe,22,0.170000,0.470588
Tryndamere,23,0.060000,0.666667
Jax,24,0.140000,0.500000
Morgana,25,0.190000,0.684211
Zilean,26,0.010000,0.000000
Singed,27,0.030000,0.666667
Evelynn,28,0.060000,0.666667
Twitch,29,0.010000,1.000000
Karthus,30,0.010000,0.000000
Chogath,31,0.110000,0.818182
Amumu,32,0.090000,0.444444
Rammus,33,0.010000,1.000000
Anivia,34,0.020000,0.500000
Shaco,35,0.070000,0.571429
DrMundo,36,0.040000,0.500000
Sona,37,0.060000,0.500000
Kassadin,38,0.020000,0.500000
Irelia,39,0.080000,0.625000
Janna,40,0.140000,0.428571
Gangplank,41,0.070000,0.428571
Corki,42,0.060000,0.833333
Karma,43,0.010000,1.000000
Taric,44,0.020000,1.000000
Veigar,45,0.040000,0.500000
Trundle,48,0.080000,0.500000
Swain,50,0.020000,0.500000
Caitlyn,51,0.200000,0.600000
Blitzcrank,53,0.160000,0.500000
Malphite,54,0.100000,0.300000
Katarina,55,0.080000,0.625000
Nocturne,56,0.040000,0.750000
Maokai,57,0.050000,0.800000
Renekton,58,0.090000,0.333333
JarvanIV,59,0.040000,0.500000
Elise,60,0.080000,0.500000
Orianna,61,0.070000,0.428571
MonkeyKing,62,0.090000,0.555556
Brand,63,0.020000,0.500000
LeeSin,64,0.140000,0.285714
Vayne,67,0.290000,0.448276
Rumble,68,0.030000,0.333333
Cassiopeia,69,0.040000,0.750000
Skarner,72,0.030000,1.000000
Heimerdinger,74,0.100000,0.600000
Nasus,75,0.120000,0.416667
Nidalee,76,0.070000,0.285714
Udyr,77,0.150000,0.400000
Poppy,78,0.020000,0.500000
Gragas,79,0.030000,0.333333
Pantheon,80,0.030000,1.000000
Ezreal,81,0.180000,0.388889
Mordekaiser,82,0.030000,0.333333
Yorick,83,0.010000,0.000000
Akali,84,0.020000,1.000000
Kennen,85,0.010000,1.000000
Garen,86,0.080000,0.500000
Leona,89,0.210000,0.333333
Malzahar,90,0.060000,0.500000
Talon,91,0.010000,1.000000
Riven,92,0.160000,0.625000
KogMaw,96,0.050000,0.400000
Shen,98,0.090000,0.666667
Lux,99,0.130000,0.615385
Xerath,101,0.020000,0.500000
Shyvana,102,0.120000,0.333333
Ahri,103,0.230000,0.434783
Graves,104,0.140000,0.571429
Fizz,105,0.140000,0.642857
Volibear,106,0.050000,0.400000
Rengar,107,0.110000,0.636364
Varus,110,0.120000,0.666667
Nautilus,111,0.180000,0.555556
Viktor,112,0.090000,0.111111
Sejuani,113,0.030000,0.333333
Fiora,114,0.040000,0.250000
Ziggs,115,0.110000,0.454545
Lulu,117,0.070000,0.142857
Draven,119,0.040000,0.500000
Hecarim,120,0.060000,0.666667
Khazix,121,0.010000,1.000000
Darius,122,0.050000,0.600000
Jayce,126,0.020000,1.000000
Lissandra,127,0.010000,1.000000
Diana,131,0.080000,0.375000
Quinn,133,0.040000,0.000000
Syndra,134,0.030000,0.333333
Zyra,143,0.050000,0.600000
Gnar,150,0.090000,0.333333
Zac,154,0.030000,0.666667
Yasuo,157,0.150000,0.400000
Velkoz,161,0.070000,0.571429
Braum,201,0.130000,0.615385
Jinx,222,0.240000,0.625000
TahmKench,223,0.140000,0.500000
Lucian,236,0.060000,0.333333
Zed,238,0.100000,0.300000
Ekko,245,0.070000,0.428571
Vi,254,0.090000,0.222222
Aatrox,266,0.060000,0.666667
Nami,267,0.070000,0.285714
Azir,268,0.070000,0.285714
Thresh,412,0.280000,0.428571
RekSai,421,0.020000,0.500000
Kalista,429,0.030000,0.333333
Bard,432,0.010000,1.000000
