name,id,popularity,winrate
Annie,1,0.150000,0.666667
Olaf,2,0.020000,0.500000
Galio,3,0.010000,1.000000
TwistedFate,4,0.030000,0.666667
XinZhao,5,0.110000,0.636364
Urgot,6,0.040000,0.500000
Leblanc,7,0.070000,0.428571
Vladimir,8,0.090000,0.333333
FiddleSticks,9,0.030000,0.666667
Kayle,10,0.030000,0.333333
MasterYi,11,0.100000,0.300000
Alistar,12,0.120000,0.333333
Ryze,13,0.070000,0.285714
Sion,14,0.020000,0.000000
Sivir,15,0.120000,0.333333
Soraka,16,0.020000,1.000000
Teemo,17,0.080000,0.375000
Tristana,18,0.090000,0.555556
Warwick,19,0.070000,0.428571
Nunu,20,0.050000,0.600000
MissFortune,21,0.050000,0.400000
Ashe,22,0.170000,0.529412
Tryndamere,23,0.130000,0.615385
Jax,24,0.070000,0.285714
Morgana,25,0.190000,0.526316
Singed,27,0.010000,0.000000
Evelynn,28,0.070000,0.285714
Twitch,29,0.030000,0.666667
Chogath,31,0.120000,0.500000
Amumu,32,0.110000,0.363636
Anivia,34,0.030000,0.000000
Shaco,35,0.050000,0.200000
DrMundo,36,0.040000,0.250000
Sona,37,0.080000,0.500000
Kassadin,38,0.020000,0.000000
Irelia,39,0.160000,0.437500
Janna,40,0.170000,0.823529
Gangplank,41,0.050000,0.800000
Corki,42,0.040000,1.000000
Karma,43,0.030000,0.666667
Taric,44,0.030000,1.000000
Veigar,45,0.010000,0.000000
Trundle,48,0.050000,1.000000
Swain,50,0.040000,1.000000
Blitzcrank,53,0.230000,0.434783
Malphite,54,0.120000,0.666667
Katarina,55,0.070000,0.857143
Nocturne,56,0.050000,0.800000
Maokai,57,0.090000,0.444444
Renekton,58,0.060000,0.333333
JarvanIV,59,0.100000,0.500000
Elise,60,0.010000,0.000000
Orianna,61,0.110000,0.636364
MonkeyKing,62,0.060000,0.666667
Brand,63,0.030000,0.333333
LeeSin,64,0.130000,0.769231
Vayne,67,0.370000,0.621622
Rumble,68,0.010000,0.000000
Cassiopeia,69,0.050000,0.800000
Skarner,72,0.010000,0.000000
Heimerdinger,74,0.080000,0.375000
Nasus,75,0.130000,0.384615
Nidalee,76,0.120000,0.583333
Udyr,77,0.100000,0.200000
Poppy,78,0.020000,0.500000
Gragas,79,0.080000,0.375000
Pantheon,80,0.070000,0.428571
Ezreal,81,0.120000,0.500000
Mordekaiser,82,0.020000,0.000000
Yorick,83,0.020000,0.500000
Akali,84,0.040000,0.500000
Kennen,85,0.020000,0.500000
Garen,86,0.130000,0.692308
Leona,89,0.180000,0.388889
Malzahar,90,0.090000,0.666667
Talon,91,0.050000,0.200000
Riven,92,0.060000,0.500000
KogMaw,96,0.020000,0.500000
Shen,98,0.070000,0.428571
Lux,99,0.150000,0.533333
Xerath,101,0.040000,0.500000
Shyvana,102,0.080000,0.750000
Ahri,103,0.100000,0.600000
Graves,104,0.100000,0.500000
Fizz,105,0.150000,0.533333
Volibear,106,0.160000,0.687500
Rengar,107,0.120000,0.416667
Varus,110,0.030000,0.666667
Nautilus,111,0.150000,0.133333
Viktor,112,0.040000,0.000000
Sejuani,113,0.070000,0.428571
Ziggs,115,0.030000,0.333333
Lulu,117,0.090000,0.444444
Draven,119,0.120000,0.500000
Hecarim,120,0.090000,0.555556
Khazix,121,0.060000,0.833333
Darius,122,0.060000,0.666667
Diana,131,0.090000,0.444444
Quinn,133,0.040000,0.500000
Syndra,134,0.040000,0.500000
Zyra,143,0.050000,0.800000
Gnar,150,0.160000,0.312500
Zac,154,0.020000,0.000000
Yasuo,157,0.120000,0.416667
Velkoz,161,0.020000,1.000000
Braum,201,0.050000,0.000000
Jinx,222,0.340000,0.382353
Lucian,236,0.250000,0.440000
Zed,238,0.100000,0.600000
Ekko,245,0.180000,0.444444
Vi,254,0.150000,0.733333
Aatrox,266,0.060000,0.833333
Nami,267,0.060000,0.166667
Azir,268,0.060000,0.333333
Thresh,412,0.320000,0.437500
RekSai,421,0.060000,0.666667
Kalista,429,0.120000,0.416667
Bard,432,0.080000,0.750000
