Annie,1,0.184900,0.519362
Olaf,2,0.032560,0.469902
Galio,3,0.009950,0.512563
TwistedFate,4,0.048090,0.513828
XinZhao,5,0.125030,0.511077
Urgot,6,0.012570,0.465394
Leblanc,7,0.105840,0.444822
Vladimir,8,0.135210,0.509134
FiddleSticks,9,0.046480,0.525602
Kayle,10,0.021300,0.477934
MasterYi,11,0.090170,0.488078
Alistar,12,0.119680,0.475602
Ryze,13,0.084110,0.474973
Sion,14,0.042800,0.504673
Sivir,15,0.125740,0.504215
Soraka,16,0.048030,0.514262
Teemo,17,0.066490,0.491202
Tristana,18,0.095220,0.473745
Warwick,19,0.075300,0.523108
Nunu,20,0.043460,0.506213
MissFortune,21,0.068090,0.513879
Ashe,22,0.174620,0.506758
Tryndamere,23,0.093050,0.512090
Jax,24,0.080380,0.479846
Morgana,25,0.221280,0.500813
Zilean,26,0.008270,0.475212
Singed,27,0.011760,0.500000
Evelynn,28,0.054230,0.516135
Twitch,29,0.033920,0.448113
Karthus,30,0.014510,0.512750
Chogath,31,0.140410,0.507371
Amumu,32,0.120800,0.537914
Rammus,33,0.029610,0.516042
Anivia,34,0.017750,0.513239
Shaco,35,0.070800,0.505650
DrMundo,36,0.024950,0.454910
Sona,37,0.083120,0.524062
Kassadin,38,0.020640,0.441860
Irelia,39,0.095950,0.507452
Janna,40,0.108980,0.536520
Gangplank,41,0.031660,0.486418
Corki,42,0.045110,0.483706
Karma,43,0.032400,0.497840
Taric,44,0.032530,0.525669
Veigar,45,0.024510,0.463484
Trundle,48,0.023060,0.497398
Swain,50,0.038330,0.525437
Caitlyn,51,0.003740,0.529412
Blitzcrank,53,0.178250,0.510238
Malphite,54,0.144630,0.519394
Katarina,55,0.094630,0.496988
Nocturne,56,0.024870,0.484922
Maokai,57,0.067900,0.497202
Renekton,58,0.069980,0.515433
JarvanIV,59,0.080100,0.493508
Elise,60,0.008890,0.447694
Orianna,61,0.059400,0.485185
MonkeyKing,62,0.080670,0.533904
Brand,63,0.042110,0.518167
LeeSin,64,0.218190,0.455062
Vayne,67,0.373850,0.515768
Rumble,68,0.042180,0.506875
Cassiopeia,69,0.052760,0.482752
Skarner,72,0.019960,0.521042
Heimerdinger,74,0.042830,0.532104
Nasus,75,0.090580,0.503754
Nidalee,76,0.096760,0.470959
Udyr,77,0.062430,0.510492
Poppy,78,0.012180,0.500821
Gragas,79,0.127430,0.508671
Pantheon,80,0.102530,0.488833
Ezreal,81,0.165410,0.474639
Mordekaiser,82,0.028150,0.520426
Yorick,83,0.011710,0.500427
Akali,84,0.047570,0.492537
Kennen,85,0.025850,0.517988
Garen,86,0.081450,0.484223
Leona,89,0.201550,0.512776
Malzahar,90,0.050260,0.545364
Talon,91,0.051530,0.528042
Riven,92,0.140010,0.502821
KogMaw,96,0.023260,0.498710
Shen,98,0.064270,0.507391
Lux,99,0.113020,0.503185
Xerath,101,0.038800,0.502577
Shyvana,102,0.061710,0.499433
Ahri,103,0.141190,0.526737
Graves,104,0.186670,0.495152
Fizz,105,0.103690,0.497348
Volibear,106,0.116130,0.515371
Rengar,107,0.113560,0.484149
Varus,110,0.061560,0.490578
Nautilus,111,0.115400,0.513345
Viktor,112,0.045170,0.487492
Sejuani,113,0.100670,0.518129
Fiora,114,0.061200,0.518627
Ziggs,115,0.038660,0.494051
Lulu,117,0.048830,0.500717
Draven,119,0.097150,0.516315
Hecarim,120,0.092490,0.491837
Khazix,121,0.049890,0.489878
Darius,122,0.088960,0.499550
Jayce,126,0.007390,0.476319
Lissandra,127,0.034410,0.472246
Diana,131,0.088420,0.531441
Quinn,133,0.032760,0.497253
Syndra,134,0.019200,0.455208
Zyra,143,0.019830,0.514876
Gnar,150,0.090620,0.486537
Zac,154,0.027890,0.485837
Yasuo,157,0.141830,0.482620
Velkoz,161,0.027380,0.496348
Braum,201,0.103900,0.497690
Jinx,222,0.310580,0.515519
Lucian,236,0.165700,0.473084
Zed,238,0.117450,0.489570
Ekko,245,0.125190,0.473840
Vi,254,0.126350,0.500752
Aatrox,266,0.028960,0.501036
Nami,267,0.053770,0.506974
Azir,268,0.056060,0.447378
Thresh,412,0.336470,0.488573
RekSai,421,0.077620,0.492270
Kalista,429,0.096990,0.482421
Bard,432,0.034960,0.471968
